질문 번호,구분,질문,정답 실습 단계,예측 실습 단계,G4 적용 단계,분류 점수,분류 margin,G4 적용,정답 텍스트,G3 텍스트 정답 순위,G4 텍스트 정답 순위,G4 텍스트 평가,G4 텍스트 평가 근거,정답 이미지,G3 이미지 정답 순위,G4 이미지 정답 순위,G4 이미지 평가,G4 검색 이미지 Top-10
Q48,추가,툴을 툴 플랜지에 고정할 때 사용하는 볼트 수와 권장 체결 토크는 얼마입니까?,툴 장착/플랜지 고정,툴 장착/플랜지 고정,툴 장착/플랜지 고정,0.6193,0.0888,O,M6 볼트 4개를 사용하며 9 Nm 토크로 조이는 것을 권장함,1,1,O,"page; keyword:m6,볼트,nm,토크로,조이는,조이; semantic_rank:3",page_123_img_0_0.jpeg,1,1,O,"1. page_123_img_0_0.jpeg | score=1.412 | stage=0.525 | page=1.00; keyword=m6,9 nm
2. page_93_img_0_0.jpeg | score=1.382 | stage=0.525 | page=1.00; keyword=m6,9 nm
3. page_94_img_0_0.jpeg | score=1.293 | stage=0.500 | page=1.00
4. page_95_img_0_0.jpeg | score=1.193 | stage=0.500 | page=1.00
5. page_124_img_0_0.jpeg | score=1.108 | stage=0.525 | page=1.00; keyword=m6,9 nm
6. page_121_img_0_0.jpeg | score=1.063 | stage=0.350 | page=0.70
7. page_92_img_1_0.jpeg | score=0.894 | stage=0.500 | page=1.00
8. page_84_img_0_0.jpeg | score=0.827 | stage=0.000
9. page_96_img_0_0.jpeg | score=0.814 | stage=0.350 | page=0.70
10. page_205_img_1_0.jpeg | score=0.775 | stage=0.013 | keyword=tool"
Q49,추가,컨트롤러에서 시스템 전원을 켤 때 누르는 물리적 스위치는 어디에 있습니까?,전원/컨트롤러 조작,전원/컨트롤러 조작,,0.5199,0.0144,X,컨트롤러 하단의 전원 스위치를 누름,1,1,O,"page; keyword:컨트롤러,하단,전원,스위치를,스위치; semantic_rank:1",page_125_img_0_0.jpeg,1,1,O,"1. page_125_img_0_0.jpeg | score=0.892 | stage=0.000
2. page_88_img_1_0.jpeg | score=0.871 | stage=0.000
3. page_121_img_0_0.jpeg | score=0.810 | stage=0.000
4. page_163_img_0_0.jpeg | score=0.782 | stage=0.000
5. page_89_img_1_0.jpeg | score=0.765 | stage=0.000
6. page_144_img_0_0.jpeg | score=0.757 | stage=0.000
7. page_144_img_1_0.jpeg | score=0.754 | stage=0.000
8. page_163_img_1_0.jpeg | score=0.753 | stage=0.000
9. page_86_img_0_0.jpeg | score=0.729 | stage=0.000
10. page_120_img_0_0.jpeg | score=0.717 | stage=0.000"
Q50,추가,플랜지 디지털 출력이 활성화되었을 때와 비활성화되었을 때 출력 채널 상태는 각각 어떻게 됩니까?,툴 플랜지/디지털 출력,툴 플랜지/디지털 출력,툴 플랜지/디지털 출력,0.6200,0.0823,O,활성화 시 +24V가 되고 비활성화 시 open 상태가 됨,1,1,O,"page; keyword:활성화,24v,비활성화,open,상태; semantic_rank:3",page_130_img_0_0.jpeg,1,1,O,"1. page_130_img_0_0.jpeg | score=1.408 | stage=0.550 | page=1.00; keyword=pnp,photo coupler,+24v,open
2. page_132_img_0_0.png | score=1.264 | stage=0.500 | page=1.00
3. page_336_img_0_0.jpeg | score=0.845 | stage=0.000
4. page_335_img_1_0.jpeg | score=0.800 | stage=0.000
5. page_335_img_2_0.jpeg | score=0.724 | stage=0.000
6. page_133_img_0_0.jpeg | score=0.697 | stage=0.500 | page=1.00
7. page_140_img_0_0.jpeg | score=0.685 | stage=0.000
8. page_334_img_0_0.jpeg | score=0.644 | stage=0.000
9. page_135_img_0_0.jpeg | score=0.642 | stage=0.225 | page=0.45
10. page_335_img_0_0.jpeg | score=0.635 | stage=0.000"
Q51,추가,플랜지 아날로그 입력 기능에서 설정 가능한 입력 모드는 무엇입니까?,툴 플랜지/아날로그 입력,툴 플랜지/아날로그 입력,툴 플랜지/아날로그 입력,0.6722,0.1510,O,전압 모드(0~10V) 또는 전류 모드(4~20mA)로 설정 가능함,3,1,O,"page; keyword:전압,모드,10v,전류,20ma; semantic_rank:1",page_132_img_0_0.png,2,1,O,"1. page_132_img_0_0.png | score=1.332 | stage=0.500 | page=1.00
2. page_135_img_0_0.jpeg | score=1.242 | stage=0.500 | page=1.00
3. page_130_img_0_0.jpeg | score=1.219 | stage=0.500 | page=1.00
4. page_133_img_0_0.jpeg | score=1.054 | stage=0.500 | page=1.00
5. page_336_img_0_0.jpeg | score=0.871 | stage=0.000
6. page_338_img_0_0.jpeg | score=0.768 | stage=0.000
7. page_333_img_0_0.jpeg | score=0.709 | stage=0.000
8. page_136_img_1_0.jpeg | score=0.704 | stage=0.350 | page=0.70
9. page_335_img_1_0.jpeg | score=0.697 | stage=0.000
10. page_136_img_0_0.png | score=0.681 | stage=0.350 | page=0.70"
Q52,추가,컨트롤러 I/O 단자를 통해 연결할 수 있는 대표적인 안전기기에는 무엇이 있습니까?,제어기 I/O/외부 장치 연결,제어기 I/O/외부 장치 연결,,0.6183,0.0093,X,"비상정지 스위치, 라이트 커튼, 안전 매트 등을 연결할 수 있음",1,1,O,"page; keyword:비상정지,스위치,라이트,커튼,안전,매트; semantic_rank:2",page_133_img_0_0.jpeg,1,1,O,"1. page_133_img_0_0.jpeg | score=0.874 | stage=0.000
2. page_145_img_0_0.jpeg | score=0.865 | stage=0.000
3. page_143_img_1_0.jpeg | score=0.797 | stage=0.000
4. page_143_img_0_0.jpeg | score=0.795 | stage=0.000
5. page_102_img_0_0.jpeg | score=0.794 | stage=0.000
6. page_144_img_0_0.jpeg | score=0.742 | stage=0.000
7. page_144_img_1_0.jpeg | score=0.738 | stage=0.000
8. page_397_img_0_0.jpeg | score=0.728 | stage=0.000
9. page_139_img_0_0.jpeg | score=0.727 | stage=0.000
10. page_216_img_0_0.jpeg | score=0.702 | stage=0.000"
Q53,추가,컨트롤러의 외부 엔코더 입력 단자 TBEN은 어떤 엔코더 상을 입력받을 수 있습니까?,제어기 I/O/엔코더 입력,제어기 I/O/엔코더 입력,제어기 I/O/엔코더 입력,0.7344,0.2123,O,"A상, B상, Z상을 입력받을 수 있음",1,1,O,page; semantic_rank:4,page_137_img_0_0.jpeg,1,1,O,"1. page_137_img_0_0.jpeg | score=1.491 | stage=0.712 | page=1.00; keyword=tben; section=tben
2. page_138_img_0_0.jpeg | score=1.384 | stage=0.712 | page=1.00; keyword=tben; section=tben
3. page_136_img_0_0.png | score=1.364 | stage=0.500 | page=1.00
4. page_138_img_1_0.jpeg | score=1.329 | stage=0.712 | page=1.00; keyword=tben; section=tben
5. page_136_img_1_0.jpeg | score=1.317 | stage=0.500 | page=1.00
6. page_135_img_0_0.jpeg | score=1.299 | stage=0.500 | page=1.00
7. page_140_img_0_0.jpeg | score=1.161 | stage=0.500 | page=1.00
8. page_139_img_0_0.jpeg | score=1.007 | stage=0.500 | page=1.00
9. page_133_img_0_0.jpeg | score=0.985 | stage=0.225 | page=0.45
10. page_141_img_1_0.jpeg | score=0.963 | stage=0.350 | page=0.70"
Q54,추가,컨트롤러의 Configurable 디지털 I/O는 디지털 입력과 디지털 출력을 각각 몇 개씩 제공합니까?,제어기 I/O/디지털 입출력,제어기 I/O/디지털 입출력,제어기 I/O/디지털 입출력,0.7134,0.0964,O,디지털 입력 16개와 디지털 출력 16개로 구성됨,1,1,O,page; semantic_rank:1,page_139_img_0_0.jpeg,1,1,O,"1. page_139_img_0_0.jpeg | score=1.524 | stage=0.725 | page=1.00; keyword=o,16; section=o
2. page_140_img_0_0.jpeg | score=1.491 | stage=0.725 | page=1.00; keyword=o,16; section=o
3. page_144_img_0_0.jpeg | score=1.452 | stage=0.725 | page=1.00; keyword=o,controller; section=o
4. page_144_img_1_0.jpeg | score=1.445 | stage=0.725 | page=1.00; keyword=o,controller; section=o
5. page_141_img_1_0.jpeg | score=1.373 | stage=0.712 | page=1.00; keyword=o; section=o
6. page_145_img_0_0.jpeg | score=1.286 | stage=0.725 | page=1.00; keyword=o,controller; section=o
7. page_138_img_0_0.jpeg | score=1.264 | stage=0.712 | page=1.00; keyword=o; section=o
8. page_143_img_1_0.jpeg | score=1.262 | stage=0.725 | page=1.00; keyword=o,16; section=o
9. page_143_img_0_0.jpeg | score=1.257 | stage=0.725 | page=1.00; keyword=o,16; section=o
10. page_138_img_1_0.jpeg | score=1.135 | stage=0.712 | page=1.00; keyword=o; section=o"
Q55,추가,단순 부하를 구동할 때 TBCO 단자블록에서 부하는 어떤 단자 사이에 연결합니까?,제어기 I/O/디지털 출력 배선,제어기 I/O/디지털 출력 배선,제어기 I/O/디지털 출력 배선,0.6301,0.1729,O,TBCO1~TBCO4의 Oxx 단자와 GIO 단자 사이에 부하를 연결함,1,1,O,"page; keyword:tbco1,tbco4,oxx,단자와,단자,gio; semantic_rank:1",page_141_img_1_0.jpeg,1,1,O,"1. page_141_img_1_0.jpeg | score=1.420 | stage=0.537 | page=1.00; keyword=tbco,oxx,gio
2. page_142_img_1_0.jpeg | score=1.381 | stage=0.537 | page=1.00; keyword=tbco,oxx,gio
3. page_142_img_0_0.jpeg | score=1.368 | stage=0.537 | page=1.00; keyword=tbco,oxx,gio
4. page_143_img_1_0.jpeg | score=1.272 | stage=0.500 | page=1.00
5. page_143_img_0_0.jpeg | score=1.268 | stage=0.500 | page=1.00
6. page_140_img_0_0.jpeg | score=1.206 | stage=0.500 | page=1.00
7. page_141_img_0_0.jpeg | score=1.201 | stage=0.537 | page=1.00; keyword=tbco,oxx,gio
8. page_144_img_0_0.jpeg | score=1.139 | stage=0.512 | page=1.00; keyword=gio
9. page_145_img_0_0.jpeg | score=1.135 | stage=0.362 | page=0.70; keyword=gio
10. page_144_img_1_0.jpeg | score=1.133 | stage=0.512 | page=1.00; keyword=gio"
Q56,추가,Sink type 입력기기와 연결할 때 Oxx 단자와 GIO 단자는 각각 어디에 연결합니까?,제어기 I/O/Sink 배선,제어기 I/O/Sink 배선,제어기 I/O/Sink 배선,0.6181,0.1194,O,"Oxx는 외부기기의 입력단자에, GIO는 Negative common에 연결함",1,1,O,"page; keyword:oxx,외부기기의,외부기기,gio,negative,common; semantic_rank:1",page_142_img_0_0.jpeg,2,2,O,"1. page_142_img_1_0.jpeg | score=1.563 | stage=0.829 | page=1.00; keyword=sink type,negative common,oxx,gio; section=o,sink type
2. page_142_img_0_0.jpeg | score=1.554 | stage=0.829 | page=1.00; keyword=sink type,negative common,oxx,gio; section=o,sink type
3. page_143_img_1_0.jpeg | score=1.429 | stage=0.792 | page=1.00; keyword=sink type,negative common; section=o,sink type
4. page_143_img_0_0.jpeg | score=1.424 | stage=0.792 | page=1.00; keyword=sink type,negative common; section=o,sink type
5. page_140_img_0_0.jpeg | score=1.399 | stage=0.633 | page=1.00; section=o
6. page_144_img_0_0.jpeg | score=1.395 | stage=0.646 | page=1.00; keyword=gio; section=o
7. page_144_img_1_0.jpeg | score=1.389 | stage=0.646 | page=1.00; keyword=gio; section=o
8. page_141_img_1_0.jpeg | score=1.355 | stage=0.671 | page=1.00; keyword=oxx,gio,tbco; section=o
9. page_139_img_0_0.jpeg | score=1.241 | stage=0.633 | page=1.00; section=o
10. page_145_img_0_0.jpeg | score=1.235 | stage=0.646 | page=1.00; keyword=gio; section=o"
Q57,추가,테스트 펄스가 포함된 안전신호를 연결할 수 있는 Safety Controller 전용 안전 입력 단자는 무엇입니까?,안전 I/O/테스트 펄스,안전 I/O/테스트 펄스,안전 I/O/테스트 펄스,0.7127,0.1484,O,"SI1, SI2, SI3, SI4 단자",1,1,O,"page; keyword:si1,si2,si3,si4,단자; semantic_rank:1",page_147_img_0_0.jpeg,1,1,O,"1. page_147_img_0_0.jpeg | score=1.511 | stage=0.696 | page=1.00; keyword=safety controller,si1,si2,si3; section=o
2. page_145_img_0_0.jpeg | score=1.494 | stage=0.779 | page=1.00; keyword=safety controller; section=safety i,o
3. page_143_img_1_0.jpeg | score=1.421 | stage=0.767 | page=1.00; section=safety i,o
4. page_143_img_0_0.jpeg | score=1.416 | stage=0.767 | page=1.00; section=safety i,o
5. page_148_img_0_0.jpeg | score=1.330 | stage=0.646 | page=1.00; keyword=safety controller; section=o
6. page_144_img_0_0.jpeg | score=1.328 | stage=0.779 | page=1.00; keyword=safety controller; section=safety i,o
7. page_144_img_1_0.jpeg | score=1.321 | stage=0.779 | page=1.00; keyword=safety controller; section=safety i,o
8. page_142_img_1_0.jpeg | score=0.920 | stage=0.483 | page=0.70; section=o
9. page_142_img_0_0.jpeg | score=0.918 | stage=0.483 | page=0.70; section=o
10. page_133_img_0_0.jpeg | score=0.811 | stage=0.133 | section=o"
Q58,추가,컨트롤러 네트워크 연결에서 WAN 포트와 LAN 포트의 용도는 각각 무엇입니까?,네트워크/포트 연결,네트워크/포트 연결,네트워크/포트 연결,0.5809,0.0994,O,"WAN은 외부 인터넷 망 연결, LAN은 TCP/IP 또는 Modbus 주변기기 연결에 사용됨",1,1,O,"page; keyword:wan,외부,인터넷,연결,lan,tcp; semantic_rank:1",page_148_img_0_0.jpeg,1,1,O,"1. page_148_img_0_0.jpeg | score=1.405 | stage=0.575 | page=1.00; keyword=wan,lan,tcp,ip
2. page_355_img_1_0.jpeg | score=1.204 | stage=0.562 | page=1.00; keyword=ip,ethernet,profinet,network
3. page_355_img_0_0.jpeg | score=1.197 | stage=0.562 | page=1.00; keyword=ip,ethernet,profinet,network
4. page_354_img_0_0.jpeg | score=1.056 | stage=0.537 | page=1.00; keyword=ip,network,controller
5. page_151_img_3_0.jpeg | score=1.005 | stage=0.512 | page=1.00; keyword=lan
6. page_151_img_2_0.jpeg | score=1.002 | stage=0.512 | page=1.00; keyword=lan
7. page_144_img_0_0.jpeg | score=0.984 | stage=0.238 | page=0.45; keyword=controller
8. page_145_img_0_0.jpeg | score=0.983 | stage=0.362 | page=0.70; keyword=controller
9. page_144_img_1_0.jpeg | score=0.979 | stage=0.238 | page=0.45; keyword=controller
10. page_147_img_0_0.jpeg | score=0.880 | stage=0.500 | page=1.00"
Q59,추가,"오른손 법칙에서 좌표계의 X축, Y축, Z축은 각각 어느 손가락에 대응됩니까?",좌표계/오른손 법칙,좌표계/오른손 법칙,좌표계/오른손 법칙,0.6466,0.2188,O,"엄지는 X축, 검지는 Y축, 중지는 Z축에 대응됨",1,1,O,page; semantic_rank:1,page_177_img_1_0.jpeg,6,4,O,"1. page_176_img_0_0.png | score=1.388 | stage=0.537 | page=1.00; keyword=x,y,z
2. page_175_img_1_0.jpeg | score=1.325 | stage=0.537 | page=1.00; keyword=x,y,z
3. page_175_img_3_0.jpeg | score=1.318 | stage=0.537 | page=1.00; keyword=x,y,z
4. page_177_img_1_0.jpeg | score=1.250 | stage=0.500 | page=1.00
5. page_176_img_1_0.png | score=1.196 | stage=0.537 | page=1.00; keyword=x,y,z
6. page_176_img_3_0.jpeg | score=1.193 | stage=0.537 | page=1.00; keyword=x,y,z
7. page_176_img_2_0.jpeg | score=1.190 | stage=0.537 | page=1.00; keyword=x,y,z
8. page_175_img_4_0.jpeg | score=1.123 | stage=0.537 | page=1.00; keyword=x,y,z
9. page_175_img_2_0.jpeg | score=1.112 | stage=0.537 | page=1.00; keyword=x,y,z
10. page_174_img_1_0.jpeg | score=1.042 | stage=0.500 | page=1.00"
Q60,추가,Recovery 모듈은 어떤 상황에서 로봇 위치와 각도를 설정하기 위해 사용합니까?,안전 복구/Recovery,안전 복구/Recovery,안전 복구/Recovery,0.6303,0.0609,O,안전 위반이 지속되는 오류가 발생하거나 운반/포장을 위해 로봇을 설정할 때 사용함,1,1,O,"page; keyword:안전,위반이,위반,지속되는,지속되,오류가; semantic_rank:1",page_181_img_0_0.jpeg,1,1,O,"1. page_181_img_0_0.jpeg | score=1.461 | stage=0.712 | page=1.00; keyword=recovery; section=recovery
2. page_182_img_0_0.jpeg | score=1.414 | stage=0.712 | page=1.00; keyword=recovery; section=recovery
3. page_184_img_0_0.jpeg | score=1.188 | stage=0.525 | page=1.00; keyword=joint,task
4. page_186_img_0_0.jpeg | score=1.016 | stage=0.712 | page=1.00; keyword=recovery; section=recovery
5. page_178_img_0_0.jpeg | score=0.908 | stage=0.450 | page=0.45; keyword=recovery,joint; section=recovery
6. page_188_img_0_0.jpeg | score=0.750 | stage=0.225 | page=0.45
7. page_179_img_1_0.jpeg | score=0.734 | stage=0.350 | page=0.70
8. page_48_img_0_0.jpeg | score=0.704 | stage=0.000
9. page_92_img_1_0.jpeg | score=0.638 | stage=0.213 | keyword=recovery; section=recovery
10. page_177_img_1_0.jpeg | score=0.627 | stage=0.225 | page=0.45"
Q61,추가,Robot Settings 화면의 더보기 버튼은 어떤 파일 작업을 수행할 수 있게 합니까?,DART-Platform/Robot Settings,직접교시/Cockpit 설정,,0.5221,0.0255,X,"새 파일 생성, 기존 파일 불러오기, 저장, 내보내기 등을 수행할 수 있음",2,2,O,"page; keyword:파일,생성,기존,내보내기,등을; semantic_rank:3",page_186_img_0_0.jpeg,3,3,O,"1. page_168_img_0_0.jpeg | score=0.867 | stage=0.000
2. page_196_img_0_0.jpeg | score=0.841 | stage=0.000
3. page_186_img_0_0.jpeg | score=0.824 | stage=0.000
4. page_246_img_0_0.jpeg | score=0.791 | stage=0.000
5. page_187_img_1_0.jpeg | score=0.745 | stage=0.000
6. page_197_img_0_0.jpeg | score=0.744 | stage=0.000
7. page_376_img_0_0.jpeg | score=0.742 | stage=0.000
8. page_247_img_0_0.jpeg | score=0.709 | stage=0.000
9. page_361_img_0_0.jpeg | score=0.702 | stage=0.000
10. page_361_img_1_0.jpeg | score=0.702 | stage=0.000"
Q62,추가,Cockpit 설정 화면에서 1번 버튼에 수행할 기능을 지정하는 항목은 무엇입니까?,직접교시/Cockpit 설정,직접교시/Cockpit 설정,직접교시/Cockpit 설정,0.6334,0.1321,O,1 버튼 설정 항목에서 기능을 선택함,1,1,O,"page; keyword:버튼,항목,기능을,기능; semantic_rank:10",page_196_img_0_0.jpeg,1,1,O,"1. page_196_img_0_0.jpeg | score=1.396 | stage=0.525 | page=1.00; keyword=1+2,setting
2. page_197_img_0_0.jpeg | score=1.279 | stage=0.512 | page=1.00; keyword=setting
3. page_195_img_0_0.jpeg | score=1.234 | stage=0.512 | page=1.00; keyword=setting
4. page_195_img_2_0.jpeg | score=1.208 | stage=0.512 | page=1.00; keyword=setting
5. page_192_img_0_0.jpeg | score=0.983 | stage=0.238 | page=0.45; keyword=setting
6. page_101_img_0_0.jpeg | score=0.834 | stage=0.013 | keyword=cockpit
7. page_191_img_0_0.jpeg | score=0.802 | stage=0.013 | keyword=setting
8. page_189_img_0_0.jpeg | score=0.779 | stage=0.013 | keyword=setting
9. page_220_img_0_0.jpeg | score=0.727 | stage=0.025 | keyword=setting,reset
10. page_190_img_1_0.jpeg | score=0.710 | stage=0.013 | keyword=setting"
Q63,추가,툴 무게를 설정하기 위해 Robot Parameters에서 선택해야 하는 메뉴 경로는 무엇입니까?,툴 설정/Tool Weight,툴 설정/Tool Weight,툴 설정/Tool Weight,0.6333,0.0933,O,Robot Parameters > Tool Settings > Tool Weight,1,1,O,"page; keyword:robot,parameters,tool,settings,weight; semantic_rank:1",page_205_img_1_0.jpeg,1,1,O,"1. page_205_img_1_0.jpeg | score=1.612 | stage=0.938 | page=1.00; keyword=tool weight,weight,tool settings; section=tool settings,tool weight
2. page_206_img_0_0.jpeg | score=1.503 | stage=0.938 | page=1.00; keyword=tool weight,weight,tool settings; section=tool settings,tool weight
3. page_208_img_0_0.jpeg | score=1.218 | stage=0.712 | page=1.00; keyword=tool settings; section=tool settings
4. page_204_img_0_0.jpeg | score=0.989 | stage=0.712 | page=1.00; keyword=tool settings; section=tool settings
5. page_204_img_1_0.jpeg | score=0.982 | stage=0.712 | page=1.00; keyword=tool settings; section=tool settings
6. page_279_img_0_0.jpeg | score=0.831 | stage=0.225 | keyword=tool weight,weight; section=tool weight
7. page_188_img_0_0.jpeg | score=0.805 | stage=0.013 | keyword=robot parameters
8. page_189_img_0_0.jpeg | score=0.744 | stage=0.000
9. page_289_img_0_0.jpeg | score=0.668 | stage=0.000
10. page_280_img_0_0.jpeg | score=0.666 | stage=0.000"
Q64,추가,Tool Shape 팝업에서 새 툴 형상을 등록할 때 입력해야 하는 기본 항목은 무엇입니까?,툴 설정/Tool Shape,툴 설정/Tool Shape,툴 설정/Tool Shape,0.5826,0.0819,O,Tool Shape의 이름을 입력해야 함,1,1,O,"page; keyword:tool,shape,이름을,이름; semantic_rank:1",page_209_img_0_0.jpeg,1,1,O,"1. page_209_img_0_0.jpeg | score=1.598 | stage=0.925 | page=1.00; keyword=tool shape,shape; section=tool settings,tool shape
2. page_208_img_0_0.jpeg | score=1.555 | stage=0.938 | page=1.00; keyword=tool shape,simulation,shape; section=tool settings,tool shape
3. page_210_img_0_0.jpeg | score=1.508 | stage=0.925 | page=1.00; keyword=tool shape,shape; section=tool settings,tool shape
4. page_210_img_2_0.jpeg | score=1.504 | stage=0.925 | page=1.00; keyword=tool shape,shape; section=tool settings,tool shape
5. page_206_img_0_0.jpeg | score=1.369 | stage=0.700 | page=1.00; section=tool settings
6. page_210_img_1_0.jpeg | score=1.263 | stage=0.925 | page=1.00; keyword=tool shape,shape; section=tool settings,tool shape
7. page_205_img_1_0.jpeg | score=1.066 | stage=0.550 | page=0.70; section=tool settings
8. page_259_img_1_0.jpeg | score=0.706 | stage=0.000
9. page_226_img_2_0.jpeg | score=0.706 | stage=0.013 | keyword=shape
10. page_236_img_0_0.jpeg | score=0.691 | stage=0.013 | keyword=shape"
Q65,추가,구 형태의 안전 영역을 설정할 때 중심 위치는 어떤 축 값으로 입력합니까?,안전 설정/구역 설정,안전 설정/구역 설정,안전 설정/구역 설정,0.6088,0.0509,O,"Center Position에서 X축, Y축, Z축 값을 입력함",9,10,△,semantic_rank:8,page_226_img_0_0.jpeg,,3,O,"1. page_224_img_0_0.jpeg | score=1.398 | stage=0.671 | page=1.00; keyword=zone,y,z; section=safety settings
2. page_225_img_0_0.jpeg | score=1.312 | stage=0.696 | page=1.00; keyword=zone,x,y,z; section=safety settings
3. page_226_img_0_0.jpeg | score=1.159 | stage=0.671 | page=1.00; keyword=y,z,radius; section=safety settings
4. page_223_img_0_0.jpeg | score=1.080 | stage=0.646 | page=1.00; keyword=y; section=safety settings
5. page_226_img_2_0.jpeg | score=0.996 | stage=0.671 | page=1.00; keyword=y,z,radius; section=safety settings
6. page_239_img_0_0.jpeg | score=0.927 | stage=0.171 | keyword=zone,y,z; section=safety settings
7. page_240_img_0_0.jpeg | score=0.923 | stage=0.146 | keyword=y; section=safety settings
8. page_241_img_0_0.jpeg | score=0.872 | stage=0.183 | keyword=zone,y,z,robot parameter; section=safety settings
9. page_228_img_0_0.jpeg | score=0.861 | stage=0.817 | page=1.00; keyword=center position,x,y,z; section=safety settings,center position
10. page_228_img_2_0.jpeg | score=0.855 | stage=0.817 | page=1.00; keyword=center position,x,y,z; section=safety settings,center position"
Q66,추가,공간 제한 구역에서 두 점을 사용하는 형상 설정 시 입력해야 하는 주요 위치 항목은 무엇입니까?,안전 설정/공간 제한 구역,안전 설정/공간 제한 구역,,0.5406,0.0271,X,Point 1과 Point 2 값을 입력함,4,4,O,"page; keyword:point,값을; semantic_rank:1",page_230_img_0_0.jpeg,5,5,O,"1. page_239_img_0_0.jpeg | score=0.885 | stage=0.000
2. page_237_img_0_0.jpeg | score=0.861 | stage=0.000
3. page_240_img_0_0.jpeg | score=0.835 | stage=0.000
4. page_238_img_0_0.jpeg | score=0.816 | stage=0.000
5. page_230_img_0_0.jpeg | score=0.809 | stage=0.000
6. page_230_img_1_0.jpeg | score=0.758 | stage=0.000
7. page_232_img_0_0.jpeg | score=0.741 | stage=0.000
8. page_236_img_0_0.jpeg | score=0.736 | stage=0.000
9. page_241_img_0_0.jpeg | score=0.735 | stage=0.000
10. page_231_img_1_0.jpeg | score=0.719 | stage=0.000"
Q67,추가,충돌 민감도 감소 구역은 어떤 목적의 안전 구역입니까?,안전 설정/충돌 민감도 감소 구역,안전 설정/충돌 민감도 감소 구역,안전 설정/충돌 민감도 감소 구역,0.6807,0.1651,O,로봇이 다양한 재료나 표면과 작업할 때 충돌 감지 민감도를 조정하는 구역임,1,1,O,"page; keyword:로봇이,로봇,다양한,재료나,표면과,표면; semantic_rank:1",page_243_img_0_0.jpeg,1,1,O,"1. page_243_img_0_0.jpeg | score=1.607 | stage=0.938 | page=1.00; keyword=collision sensitivity,reduction zone,sensitivity; section=safety settings,collision sensitivity reduction zone
2. page_242_img_0_0.jpeg | score=1.464 | stage=0.712 | page=1.00; keyword=robot parameter; section=safety settings
3. page_243_img_1_0.jpeg | score=1.405 | stage=0.938 | page=1.00; keyword=collision sensitivity,reduction zone,sensitivity; section=safety settings,collision sensitivity reduction zone
4. page_244_img_0_0.jpeg | score=1.384 | stage=0.700 | page=1.00; section=safety settings
5. page_241_img_0_0.jpeg | score=1.322 | stage=0.712 | page=1.00; keyword=robot parameter; section=safety settings
6. page_240_img_0_0.jpeg | score=1.154 | stage=0.700 | page=1.00; section=safety settings
7. page_239_img_0_0.jpeg | score=0.947 | stage=0.700 | page=1.00; section=safety settings
8. page_245_img_0_0.jpeg | score=0.935 | stage=0.712 | page=1.00; keyword=robot parameter; section=safety settings
9. page_295_img_0_0.jpeg | score=0.732 | stage=0.038 | keyword=collision sensitivity,sensitivity,robot parameter
10. page_284_img_0_0.jpeg | score=0.731 | stage=0.038 | keyword=collision sensitivity,sensitivity,robot parameter"
Q68,추가,Safety Setting Review 팝업은 어떤 설정 값이 변경되었을 때 저장을 위해 사용됩니까?,안전 설정/Safety Review,안전 설정/Safety Review,안전 설정/Safety Review,0.6320,0.1484,O,Robot Parameter 모듈에서 로봇 데이터 설정 값이 변경된 경우 사용됨,1,1,O,"keyword:robot,parameter,모듈,로봇,데이터,값이; semantic_rank:1",page_248_img_0_0.jpeg,,4,O,"1. page_246_img_0_0.jpeg | score=1.601 | stage=0.950 | page=1.00; keyword=safety setting review,robot parameter,safety settings,review; section=safety setting review
2. page_247_img_0_0.jpeg | score=1.578 | stage=0.938 | page=1.00; keyword=safety setting review,robot parameter,review; section=safety setting review
3. page_247_img_1_0.jpeg | score=1.572 | stage=0.938 | page=1.00; keyword=safety setting review,robot parameter,review; section=safety setting review
4. page_248_img_0_0.jpeg | score=1.244 | stage=0.925 | page=1.00; keyword=safety setting review,review; section=safety setting review
5. page_245_img_0_0.jpeg | score=1.224 | stage=0.525 | page=1.00; keyword=robot parameter,safety settings
6. page_244_img_0_0.jpeg | score=0.924 | stage=0.512 | page=1.00; keyword=safety settings
7. page_223_img_0_0.jpeg | score=0.863 | stage=0.025 | keyword=safety settings,save
8. page_208_img_0_0.jpeg | score=0.797 | stage=0.000
9. page_224_img_0_0.jpeg | score=0.774 | stage=0.025 | keyword=safety settings,save
10. page_251_img_2_0.jpeg | score=0.768 | stage=0.500 | page=1.00"
