질문 번호,구분,질문,정답 실습 단계,예측 실습 단계,G4 적용 단계,분류 점수,분류 margin,G4 적용,정답 텍스트,G3 텍스트 정답 순위,G4-oracle 텍스트 정답 순위,G4 텍스트 정답 순위,G4 텍스트 평가,G4 텍스트 평가 근거,정답 이미지,G3 이미지 정답 순위,G4-oracle 이미지 정답 순위,G4 이미지 정답 순위,G4 이미지 평가,G4 검색 이미지 Top-10
Q01,기존,로봇 케이블을 임의로 개조하거나 연장할 경우 발생할 수 있는 가장 큰 위험 두 가지는 무엇입니까?,안전/전원/케이블,설치/케이블 노이즈 대책,,0.5419,0.0279,X,화재가 발생하거나 컨트롤러가 고장 날 수 있음,2,2,2,O,"keyword:발생,컨트롤러,고장",page_403_img_0_0.jpeg,,6,,X,"1. page_104_img_0_0.jpeg | score=0.716 | stage=0.000 | 
4. page_116_img_0_0.jpeg | score=1.140 | stage=0.580 | page=1.00
5. page_123_img_0_0.jpeg | score=1.103 | stage=0.580 | page=1.00
6. page_115_img_0_0.jpeg | score=1.052 | stage=0.580 | page=1.00
7. page_118_img_0_0.jpeg | score=1.042 | stage=0.580 | page=1.00
8. page_119_img_0_0.jpeg | score=1.036 | stage=0.580 | page=1.00
9. page_83_img_0_0.jpeg | score=0.935 | stage=0.306 | 
10. page_124_img_0_0.jpeg | score=0.932 | stage=0.580 | page=1.00"
Q48,추가,툴을 툴 플랜지에 고정할 때 사용하는 볼트 수와 권장 체결 토크는 얼마입니까?,툴 장착/플랜지 고정,툴 장착/플랜지 고정,툴 장착/플랜지 고정,0.6193,0.0888,O,M6 볼트 4개를 사용하며 9 Nm 토크로 조이는 것을 권장함,1,1,1,O,"page; keyword:m6,볼트,nm,토크로,조이는,조이; semantic_rank:3",page_123_img_0_0.jpeg,2,2,2,O,"1. page_93_img_0_0.jpeg | score=1.355 | stage=0.647 | page=1.00; keyword=m6,9 nm
2. page_123_img_0_0.jpeg | score=1.318 | stage=0.580 | page=1.00
3. page_94_img_0_0.jpeg | score=1.190 | stage=0.580 | page=1.00
4. page_121_img_0_0.jpeg | score=1.143 | stage=0.580 | page=1.00
5. page_95_img_0_0.jpeg | score=1.135 | stage=0.580 | page=1.00
6. page_96_img_0_0.jpeg | score=1.088 | stage=0.580 | page=1.00
7. page_124_img_0_0.jpeg | score=1.051 | stage=0.647 | page=1.00; keyword=m6,9 nm
8. page_125_img_0_0.jpeg | score=0.983 | stage=0.580 | page=1.00
9. page_84_img_0_0.jpeg | score=0.944 | stage=0.332 | 
10. page_119_img_1_0.jpeg | score=0.933 | stage=0.580 | page=1.00"
Q49,추가,컨트롤러에서 시스템 전원을 켤 때 누르는 물리적 스위치는 어디에 있습니까?,전원/컨트롤러 조작,전원/컨트롤러 조작,,0.5199,0.0144,X,컨트롤러 하단의 전원 스위치를 누름,1,1,1,O,"page; keyword:컨트롤러,하단,전원,스위치를,스위치; semantic_rank:1",page_125_img_0_0.jpeg,2,2,2,O,"1. page_88_img_1_0.jpeg | score=0.853 | stage=0.000 | 
2. page_125_img_0_0.jpeg | score=0.838 | stage=0.000 | 
3. page_88_img_0_0.jpeg | score=0.834 | stage=0.000 | 
4. page_163_img_0_0.jpeg | score=0.808 | stage=0.000 | 
5. page_121_img_0_0.jpeg | score=0.779 | stage=0.000 | 
6. page_163_img_1_0.jpeg | score=0.761 | stage=0.000 | 
7. page_144_img_0_0.jpeg | score=0.750 | stage=0.000 | 
8. page_397_img_0_0.jpeg | score=0.737 | stage=0.000 | 
9. page_144_img_1_0.jpeg | score=0.735 | stage=0.000 | 
10. page_86_img_0_0.jpeg | score=0.722 | stage=0.000 | "
Q50,추가,플랜지 디지털 출력이 활성화되었을 때와 비활성화되었을 때 출력 채널 상태는 각각 어떻게 됩니까?,툴 플랜지/디지털 출력,툴 플랜지/디지털 출력,툴 플랜지/디지털 출력,0.6200,0.0823,O,활성화 시 +24V가 되고 비활성화 시 open 상태가 됨,1,1,1,O,"page; keyword:활성화,24v,비활성화,open,상태; semantic_rank:1",page_130_img_0_0.jpeg,1,1,1,O,"1. page_130_img_0_0.jpeg | score=1.344 | stage=0.681 | page=1.00; keyword=pnp,photo coupler,+24v
2. page_132_img_0_0.png | score=1.069 | stage=0.580 | page=1.00
3. page_133_img_0_0.jpeg | score=0.907 | stage=0.580 | page=1.00
4. page_347_img_0_0.jpeg | score=0.798 | stage=0.328 | 
5. page_346_img_0_0.jpeg | score=0.798 | stage=0.332 | 
6. page_136_img_0_0.png | score=0.760 | stage=0.284 | page=0.45
7. page_348_img_0_0.jpeg | score=0.758 | stage=0.341 | 
8. page_136_img_1_0.jpeg | score=0.750 | stage=0.311 | page=0.45
9. page_139_img_0_0.jpeg | score=0.740 | stage=0.218 | 
10. page_344_img_0_0.jpeg | score=0.705 | stage=0.337 | "
Q51,추가,플랜지 아날로그 입력 기능에서 설정 가능한 입력 모드는 무엇입니까?,툴 플랜지/아날로그 입력,툴 플랜지/아날로그 입력,툴 플랜지/아날로그 입력,0.6722,0.1510,O,전압 모드(0~10V) 또는 전류 모드(4~20mA)로 설정 가능함,2,1,1,O,page; semantic_rank:12,page_132_img_0_0.png,1,1,1,O,"1. page_132_img_0_0.png | score=1.288 | stage=0.580 | page=1.00
2. page_137_img_0_0.jpeg | score=1.253 | stage=0.580 | page=1.00
3. page_136_img_1_0.jpeg | score=1.216 | stage=0.580 | page=1.00
4. page_130_img_0_0.jpeg | score=1.172 | stage=0.580 | page=1.00
5. page_136_img_0_0.png | score=1.126 | stage=0.580 | page=1.00
6. page_135_img_0_0.jpeg | score=1.016 | stage=0.580 | page=1.00
7. page_133_img_0_0.jpeg | score=1.009 | stage=0.580 | page=1.00
8. page_138_img_0_0.jpeg | score=0.997 | stage=0.580 | page=1.00
9. page_138_img_1_0.jpeg | score=0.965 | stage=0.580 | page=1.00
10. page_128_img_0_0.jpeg | score=0.856 | stage=0.406 | page=0.70"
Q52,추가,컨트롤러 I/O 단자를 통해 연결할 수 있는 대표적인 안전기기에는 무엇이 있습니까?,제어기 I/O/외부 장치 연결,제어기 I/O/외부 장치 연결,,0.6183,0.0092,X,"비상정지 스위치, 라이트 커튼, 안전 매트 등을 연결할 수 있음",1,1,1,O,"page; keyword:비상정지,스위치,라이트,커튼,안전,매트; semantic_rank:2",page_133_img_0_0.jpeg,3,1,3,O,"1. page_147_img_0_0.jpeg | score=0.864 | stage=0.000 | 
2. page_145_img_0_0.jpeg | score=0.844 | stage=0.000 | 
3. page_133_img_0_0.jpeg | score=0.842 | stage=0.000 | 
4. page_139_img_0_0.jpeg | score=0.826 | stage=0.000 | 
5. page_144_img_0_0.jpeg | score=0.799 | stage=0.000 | 
6. page_142_img_0_0.jpeg | score=0.797 | stage=0.000 | 
7. page_144_img_1_0.jpeg | score=0.784 | stage=0.000 | 
8. page_142_img_1_0.jpeg | score=0.772 | stage=0.000 | 
9. page_242_img_0_0.jpeg | score=0.751 | stage=0.000 | 
10. page_137_img_0_0.jpeg | score=0.672 | stage=0.000 | "
Q53,추가,컨트롤러의 외부 엔코더 입력 단자 TBEN은 어떤 엔코더 상을 입력받을 수 있습니까?,제어기 I/O/엔코더 입력,제어기 I/O/엔코더 입력,제어기 I/O/엔코더 입력,0.7344,0.2123,O,"A상, B상, Z상을 입력받을 수 있음",1,1,1,O,page; semantic_rank:2,page_137_img_0_0.jpeg,1,1,1,O,"1. page_137_img_0_0.jpeg | score=1.304 | stage=0.580 | page=1.00
2. page_136_img_1_0.jpeg | score=1.242 | stage=0.580 | page=1.00
3. page_136_img_0_0.png | score=1.236 | stage=0.580 | page=1.00
4. page_145_img_0_0.jpeg | score=1.199 | stage=0.580 | page=1.00
5. page_139_img_0_0.jpeg | score=1.155 | stage=0.580 | page=1.00
6. page_142_img_0_0.jpeg | score=1.130 | stage=0.580 | page=1.00
7. page_138_img_0_0.jpeg | score=1.124 | stage=0.580 | page=1.00
8. page_142_img_1_0.jpeg | score=1.109 | stage=0.580 | page=1.00
9. page_141_img_1_0.jpeg | score=1.105 | stage=0.580 | page=1.00
10. page_144_img_0_0.jpeg | score=1.078 | stage=0.580 | page=1.00"
Q54,추가,컨트롤러의 Configurable 디지털 I/O는 디지털 입력과 디지털 출력을 각각 몇 개씩 제공합니까?,제어기 I/O/디지털 입출력,제어기 I/O/디지털 입출력,제어기 I/O/디지털 입출력,0.7134,0.0964,O,디지털 입력 16개와 디지털 출력 16개로 구성됨,1,1,1,O,page; semantic_rank:1,page_139_img_0_0.jpeg,1,1,1,O,"1. page_139_img_0_0.jpeg | score=1.382 | stage=0.722 | page=1.00; keyword=o,16; section=o
2. page_144_img_0_0.jpeg | score=1.372 | stage=0.722 | page=1.00; keyword=o,controller; section=o
3. page_144_img_1_0.jpeg | score=1.357 | stage=0.722 | page=1.00; keyword=o,controller; section=o
4. page_145_img_0_0.jpeg | score=1.304 | stage=0.689 | page=1.00; keyword=o; section=o
5. page_137_img_0_0.jpeg | score=1.261 | stage=0.689 | page=1.00; keyword=o; section=o
6. page_142_img_1_0.jpeg | score=1.233 | stage=0.689 | page=1.00; keyword=o; section=o
7. page_141_img_1_0.jpeg | score=1.190 | stage=0.689 | page=1.00; keyword=o; section=o
8. page_142_img_0_0.jpeg | score=1.184 | stage=0.689 | page=1.00; keyword=o; section=o
9. page_147_img_0_0.jpeg | score=1.131 | stage=0.722 | page=1.00; keyword=o,controller; section=o
10. page_136_img_1_0.jpeg | score=1.096 | stage=0.515 | page=0.70; keyword=o; section=o"
Q55,추가,단순 부하를 구동할 때 TBCO 단자블록에서 부하는 어떤 단자 사이에 연결합니까?,제어기 I/O/디지털 출력 배선,제어기 I/O/디지털 출력 배선,제어기 I/O/디지털 출력 배선,0.6301,0.1729,O,TBCO1~TBCO4의 Oxx 단자와 GIO 단자 사이에 부하를 연결함,1,1,1,O,"page; keyword:tbco1,tbco4,oxx,단자와,단자,gio; semantic_rank:1",page_141_img_1_0.jpeg,1,1,1,O,"1. page_141_img_1_0.jpeg | score=1.343 | stage=0.681 | page=1.00; keyword=tbco,oxx,gio
2. page_142_img_0_0.jpeg | score=1.262 | stage=0.614 | page=1.00; keyword=tbco
3. page_142_img_1_0.jpeg | score=1.244 | stage=0.614 | page=1.00; keyword=tbco
4. page_145_img_0_0.jpeg | score=1.157 | stage=0.580 | page=1.00
5. page_144_img_0_0.jpeg | score=1.115 | stage=0.614 | page=1.00; keyword=gio
6. page_144_img_1_0.jpeg | score=1.095 | stage=0.614 | page=1.00; keyword=gio
7. page_143_img_1_0.jpeg | score=0.996 | stage=0.614 | page=1.00; keyword=tbco
8. page_143_img_0_0.jpeg | score=0.993 | stage=0.614 | page=1.00; keyword=tbco
9. page_137_img_0_0.jpeg | score=0.962 | stage=0.406 | page=0.70
10. page_133_img_0_0.jpeg | score=0.873 | stage=0.319 | "
Q56,추가,Sink type 입력기기와 연결할 때 Oxx 단자와 GIO 단자는 각각 어디에 연결합니까?,제어기 I/O/Sink 배선,제어기 I/O/Sink 배선,제어기 I/O/Sink 배선,0.6181,0.1194,O,"Oxx는 외부기기의 입력단자에, GIO는 Negative common에 연결함",1,1,1,O,"page; keyword:oxx,외부기기의,외부기기,입력단자,gio,negative; semantic_rank:1",page_142_img_0_0.jpeg,1,1,1,O,"1. page_142_img_0_0.jpeg | score=1.367 | stage=0.781 | page=1.00; keyword=sink type,negative common,tbco; section=o,sink type
2. page_142_img_1_0.jpeg | score=1.338 | stage=0.781 | page=1.00; keyword=sink type,negative common,tbco; section=o,sink type
3. page_144_img_0_0.jpeg | score=1.279 | stage=0.664 | page=1.00; keyword=gio; section=o
4. page_141_img_1_0.jpeg | score=1.268 | stage=0.731 | page=1.00; keyword=oxx,gio,tbco; section=o
5. page_144_img_1_0.jpeg | score=1.262 | stage=0.664 | page=1.00; keyword=gio; section=o
6. page_139_img_0_0.jpeg | score=1.216 | stage=0.630 | page=1.00; section=o
7. page_145_img_0_0.jpeg | score=1.190 | stage=0.630 | page=1.00; section=o
8. page_143_img_1_0.jpeg | score=1.096 | stage=0.781 | page=1.00; keyword=sink type,negative common,tbco; section=o,sink type
9. page_143_img_0_0.jpeg | score=1.093 | stage=0.781 | page=1.00; keyword=sink type,negative common,tbco; section=o,sink type
10. page_137_img_0_0.jpeg | score=1.001 | stage=0.456 | page=0.70; section=o"
Q57,추가,테스트 펄스가 포함된 안전신호를 연결할 수 있는 Safety Controller 전용 안전 입력 단자는 무엇입니까?,안전 I/O/테스트 펄스,안전 I/O/테스트 펄스,안전 I/O/테스트 펄스,0.7127,0.1485,O,"SI1, SI2, SI3, SI4 단자",1,1,1,O,"page; keyword:si1,si2,si3,si4,단자; semantic_rank:13",page_147_img_0_0.jpeg,1,1,1,O,"1. page_147_img_0_0.jpeg | score=1.441 | stage=0.799 | page=1.00; keyword=safety controller,si1,si2,si3; section=o
2. page_145_img_0_0.jpeg | score=1.288 | stage=0.680 | page=1.00; section=safety i,o
3. page_142_img_0_0.jpeg | score=1.224 | stage=0.630 | page=1.00; section=o
4. page_142_img_1_0.jpeg | score=1.195 | stage=0.630 | page=1.00; section=o
5. page_139_img_0_0.jpeg | score=1.173 | stage=0.630 | page=1.00; section=o
6. page_144_img_0_0.jpeg | score=1.162 | stage=0.664 | page=1.00; keyword=safety controller; section=o
7. page_144_img_1_0.jpeg | score=1.145 | stage=0.664 | page=1.00; keyword=safety controller; section=o
8. page_143_img_0_0.jpeg | score=0.986 | stage=0.630 | page=1.00; section=o
9. page_143_img_1_0.jpeg | score=0.983 | stage=0.630 | page=1.00; section=o
10. page_148_img_0_0.jpeg | score=0.945 | stage=0.630 | page=1.00; section=o"
Q58,추가,컨트롤러 네트워크 연결에서 WAN 포트와 LAN 포트의 용도는 각각 무엇입니까?,네트워크/포트 연결,네트워크/포트 연결,네트워크/포트 연결,0.5809,0.0994,O,"WAN은 외부 인터넷 망 연결, LAN은 TCP/IP 또는 Modbus 주변기기 연결에 사용됨",1,1,1,O,"page; keyword:wan,외부,인터넷,연결,lan,tcp; semantic_rank:1",page_148_img_0_0.jpeg,1,1,1,O,"1. page_148_img_0_0.jpeg | score=1.333 | stage=0.715 | page=1.00; keyword=wan,tcp,ip,modbus
2. page_355_img_1_0.jpeg | score=1.218 | stage=0.681 | page=1.00; keyword=ip,ethernet,profinet
3. page_355_img_0_0.jpeg | score=1.186 | stage=0.647 | page=1.00; keyword=network,controller
4. page_145_img_0_0.jpeg | score=1.098 | stage=0.580 | page=1.00
5. page_354_img_0_0.jpeg | score=1.087 | stage=0.647 | page=1.00; keyword=network,controller
6. page_154_img_1_0.jpeg | score=0.996 | stage=0.647 | page=1.00; keyword=ip,ethernet
7. page_152_img_3_0.jpeg | score=0.960 | stage=0.580 | page=1.00
8. page_151_img_2_0.jpeg | score=0.947 | stage=0.580 | page=1.00
9. page_144_img_0_0.jpeg | score=0.944 | stage=0.295 | page=0.45; keyword=controller
10. page_144_img_1_0.jpeg | score=0.927 | stage=0.295 | page=0.45; keyword=controller"
Q59,추가,"오른손 법칙에서 좌표계의 X축, Y축, Z축은 각각 어느 손가락에 대응됩니까?",좌표계/오른손 법칙,좌표계/오른손 법칙,좌표계/오른손 법칙,0.6466,0.2188,O,"엄지는 X축, 검지는 Y축, 중지는 Z축에 대응됨",1,1,1,O,page; semantic_rank:1,page_177_img_1_0.jpeg,1,2,2,O,"1. page_176_img_3_0.jpeg | score=1.286 | stage=0.681 | page=1.00; keyword=x,y,z
2. page_177_img_1_0.jpeg | score=1.279 | stage=0.647 | page=1.00; keyword=x,y
3. page_176_img_2_0.jpeg | score=1.266 | stage=0.647 | page=1.00; keyword=x,y
4. page_176_img_1_0.png | score=1.030 | stage=0.647 | page=1.00; keyword=x,y
5. page_176_img_0_0.png | score=1.026 | stage=0.647 | page=1.00; keyword=x,y
6. page_175_img_1_0.jpeg | score=0.984 | stage=0.681 | page=1.00; keyword=x,y,z
7. page_175_img_4_0.jpeg | score=0.981 | stage=0.681 | page=1.00; keyword=x,y,z
8. page_175_img_3_0.jpeg | score=0.976 | stage=0.681 | page=1.00; keyword=x,y,z
9. page_175_img_2_0.jpeg | score=0.970 | stage=0.681 | page=1.00; keyword=x,y,z
10. page_378_img_2_0.jpeg | score=0.876 | stage=0.212 | keyword=x,y"
Q60,추가,Recovery 모듈은 어떤 상황에서 로봇 위치와 각도를 설정하기 위해 사용합니까?,안전 복구/Recovery,안전 복구/Recovery,안전 복구/Recovery,0.6303,0.0609,O,안전 위반이 지속되는 오류가 발생하거나 운반/포장을 위해 로봇을 설정할 때 사용함,1,1,1,O,"page; keyword:안전,위반이,위반,지속되는,지속되,오류가; semantic_rank:1",page_181_img_0_0.jpeg,1,1,1,O,"1. page_181_img_0_0.jpeg | score=1.308 | stage=0.689 | page=1.00; keyword=recovery; section=recovery
2. page_184_img_0_0.jpeg | score=1.217 | stage=0.580 | page=1.00
3. page_182_img_0_0.jpeg | score=0.975 | stage=0.580 | page=1.00
4. page_192_img_0_0.jpeg | score=0.861 | stage=0.284 | page=0.45
5. page_191_img_0_0.jpeg | score=0.681 | stage=0.289 | page=0.45
6. page_196_img_0_0.jpeg | score=0.671 | stage=0.261 | page=0.45
7. page_189_img_0_0.jpeg | score=0.669 | stage=0.261 | page=0.45
8. page_379_img_2_0.jpeg | score=0.637 | stage=0.245 | 
9. page_92_img_1_0.jpeg | score=0.635 | stage=0.332 | 
10. page_84_img_0_0.jpeg | score=0.625 | stage=0.319 | "
Q61,추가,Robot Settings 화면의 더보기 버튼은 어떤 파일 작업을 수행할 수 있게 합니까?,DART-Platform/Robot Settings,직접교시/Cockpit 설정,,0.5221,0.0254,X,"새 파일 생성, 기존 파일 불러오기, 저장, 내보내기 등을 수행할 수 있음",1,1,1,O,"page; keyword:파일,생성,기존,내보내기,등을; semantic_rank:1",page_186_img_0_0.jpeg,5,1,5,O,"1. page_168_img_0_0.jpeg | score=0.858 | stage=0.000 | 
2. page_361_img_0_0.jpeg | score=0.821 | stage=0.000 | 
3. page_248_img_0_0.jpeg | score=0.806 | stage=0.000 | 
4. page_360_img_0_0.jpeg | score=0.802 | stage=0.000 | 
5. page_186_img_0_0.jpeg | score=0.796 | stage=0.000 | 
6. page_376_img_0_0.jpeg | score=0.754 | stage=0.000 | 
7. page_375_img_0_0.jpeg | score=0.732 | stage=0.000 | 
8. page_184_img_0_0.jpeg | score=0.719 | stage=0.000 | 
9. page_309_img_1_0.jpeg | score=0.696 | stage=0.000 | 
10. page_323_img_0_0.jpeg | score=0.694 | stage=0.000 | "
Q62,추가,Cockpit 설정 화면에서 1번 버튼에 수행할 기능을 지정하는 항목은 무엇입니까?,직접교시/Cockpit 설정,직접교시/Cockpit 설정,직접교시/Cockpit 설정,0.6334,0.1321,O,1 버튼 설정 항목에서 기능을 선택함,1,1,1,O,"page; keyword:버튼,항목,기능을,기능; semantic_rank:15",page_196_img_0_0.jpeg,7,1,1,O,"1. page_196_img_0_0.jpeg | score=1.059 | stage=0.614 | page=1.00; keyword=setting
2. page_195_img_2_0.jpeg | score=0.956 | stage=0.614 | page=1.00; keyword=setting
3. page_192_img_0_0.jpeg | score=0.934 | stage=0.614 | page=1.00; keyword=setting
4. page_190_img_1_0.jpeg | score=0.900 | stage=0.614 | page=1.00; keyword=setting
5. page_190_img_0_0.jpeg | score=0.872 | stage=0.614 | page=1.00; keyword=setting
6. page_220_img_0_0.jpeg | score=0.796 | stage=0.226 | keyword=setting
7. page_224_img_0_0.jpeg | score=0.771 | stage=0.227 | keyword=setting
8. page_195_img_0_0.jpeg | score=0.746 | stage=0.614 | page=1.00; keyword=setting
9. page_376_img_0_0.jpeg | score=0.742 | stage=0.245 | 
10. page_235_img_1_0.jpeg | score=0.741 | stage=0.225 | keyword=setting"
Q63,추가,툴 무게를 설정하기 위해 Robot Parameters에서 선택해야 하는 메뉴 경로는 무엇입니까?,툴 설정/Tool Weight,툴 설정/Tool Weight,툴 설정/Tool Weight,0.6333,0.0933,O,Robot Parameters > Tool Settings > Tool Weight,1,1,1,O,"page; keyword:robot,parameters,tool,settings,weight; semantic_rank:1",page_205_img_1_0.jpeg,1,1,1,O,"1. page_205_img_1_0.jpeg | score=1.379 | stage=0.831 | page=1.00; keyword=tool weight,weight,tool settings; section=tool settings,tool weight
2. page_192_img_0_0.jpeg | score=1.094 | stage=0.406 | page=0.70
3. page_206_img_0_0.jpeg | score=1.052 | stage=0.689 | page=1.00; keyword=tool settings; section=tool settings
4. page_196_img_0_0.jpeg | score=0.960 | stage=0.406 | page=0.70
5. page_208_img_0_0.jpeg | score=0.944 | stage=0.689 | page=1.00; keyword=tool settings; section=tool settings
6. page_210_img_0_0.jpeg | score=0.930 | stage=0.689 | page=1.00; keyword=tool settings; section=tool settings
7. page_195_img_2_0.jpeg | score=0.924 | stage=0.406 | page=0.70
8. page_195_img_0_0.jpeg | score=0.918 | stage=0.406 | page=0.70
9. page_191_img_0_0.jpeg | score=0.846 | stage=0.406 | page=0.70
10. page_189_img_0_0.jpeg | score=0.843 | stage=0.406 | page=0.70"
Q64,추가,Tool Shape 팝업에서 새 툴 형상을 등록할 때 입력해야 하는 기본 항목은 무엇입니까?,툴 설정/Tool Shape,툴 설정/Tool Shape,툴 설정/Tool Shape,0.5826,0.0819,O,Tool Shape의 이름을 입력해야 함,1,1,1,O,"page; keyword:tool,shape,이름을,이름; semantic_rank:2",page_209_img_0_0.jpeg,2,2,2,O,"1. page_208_img_0_0.jpeg | score=1.278 | stage=0.655 | page=1.00; section=tool settings
2. page_209_img_0_0.jpeg | score=1.249 | stage=0.655 | page=1.00; section=tool settings
3. page_210_img_0_0.jpeg | score=1.205 | stage=0.655 | page=1.00; section=tool settings
4. page_206_img_0_0.jpeg | score=1.169 | stage=0.655 | page=1.00; section=tool settings
5. page_224_img_0_0.jpeg | score=1.162 | stage=0.580 | page=1.00
6. page_205_img_1_0.jpeg | score=1.115 | stage=0.655 | page=1.00; section=tool settings
7. page_245_img_0_0.jpeg | score=1.108 | stage=0.580 | page=1.00
8. page_235_img_1_0.jpeg | score=1.066 | stage=0.580 | page=1.00
9. page_233_img_2_0.jpeg | score=1.031 | stage=0.580 | page=1.00
10. page_226_img_2_0.jpeg | score=1.019 | stage=0.580 | page=1.00"
Q65,추가,구 형태의 안전 영역을 설정할 때 중심 위치는 어떤 축 값으로 입력합니까?,안전 설정/구역 설정,안전 설정/구역 설정,안전 설정/구역 설정,0.6088,0.0509,O,"Center Position에서 X축, Y축, Z축 값을 입력함",3,1,1,O,page,page_226_img_0_0.jpeg,,,,X,"1. page_224_img_0_0.jpeg | score=1.300 | stage=0.698 | page=1.00; keyword=x,y; section=safety settings
2. page_240_img_0_0.jpeg | score=1.287 | stage=0.698 | page=1.00; keyword=x,y; section=safety settings
3. page_241_img_0_0.jpeg | score=1.264 | stage=0.698 | page=1.00; keyword=x,y; section=safety settings
4. page_242_img_0_0.jpeg | score=1.217 | stage=0.698 | page=1.00; keyword=x,y; section=safety settings
5. page_236_img_0_0.jpeg | score=1.155 | stage=0.698 | page=1.00; keyword=x,y; section=safety settings
6. page_244_img_0_0.jpeg | score=1.145 | stage=0.698 | page=1.00; keyword=x,y; section=safety settings
7. page_243_img_0_0.jpeg | score=1.102 | stage=0.698 | page=1.00; keyword=x,y; section=safety settings
8. page_226_img_2_0.jpeg | score=1.084 | stage=0.698 | page=1.00; keyword=x,y; section=safety settings
9. page_232_img_0_0.jpeg | score=1.062 | stage=0.698 | page=1.00; keyword=x,y; section=safety settings
10. page_243_img_1_0.jpeg | score=1.046 | stage=0.698 | page=1.00; keyword=x,y; section=safety settings"
Q66,추가,공간 제한 구역에서 두 점을 사용하는 형상 설정 시 입력해야 하는 주요 위치 항목은 무엇입니까?,안전 설정/공간 제한 구역,안전 설정/공간 제한 구역,,0.5406,0.0271,X,Point 1과 Point 2 값을 입력함,4,3,4,O,"keyword:point,값을",page_230_img_0_0.jpeg,4,5,4,O,"1. page_240_img_0_0.jpeg | score=0.820 | stage=0.000 | 
2. page_236_img_0_0.jpeg | score=0.798 | stage=0.000 | 
3. page_241_img_0_0.jpeg | score=0.797 | stage=0.000 | 
4. page_230_img_0_0.jpeg | score=0.745 | stage=0.000 | 
5. page_232_img_0_0.jpeg | score=0.736 | stage=0.000 | 
6. page_244_img_0_0.jpeg | score=0.712 | stage=0.000 | 
7. page_235_img_1_0.jpeg | score=0.701 | stage=0.000 | 
8. page_242_img_0_0.jpeg | score=0.700 | stage=0.000 | 
9. page_230_img_1_0.jpeg | score=0.688 | stage=0.000 | 
10. page_233_img_1_0.jpeg | score=0.679 | stage=0.000 | "
Q67,추가,충돌 민감도 감소 구역은 어떤 목적의 안전 구역입니까?,안전 설정/충돌 민감도 감소 구역,안전 설정/충돌 민감도 감소 구역,안전 설정/충돌 민감도 감소 구역,0.6807,0.1651,O,로봇이 다양한 재료나 표면과 작업할 때 충돌 감지 민감도를 조정하는 구역임,1,1,1,O,"page; keyword:로봇이,로봇,다양한,재료나,표면과,표면; semantic_rank:1",page_243_img_0_0.jpeg,1,1,1,O,"1. page_243_img_0_0.jpeg | score=1.314 | stage=0.655 | page=1.00; section=safety settings
2. page_242_img_0_0.jpeg | score=1.278 | stage=0.655 | page=1.00; section=safety settings
3. page_244_img_0_0.jpeg | score=1.123 | stage=0.655 | page=1.00; section=safety settings
4. page_240_img_0_0.jpeg | score=1.071 | stage=0.655 | page=1.00; section=safety settings
5. page_243_img_1_0.jpeg | score=1.035 | stage=0.655 | page=1.00; section=safety settings
6. page_241_img_0_0.jpeg | score=0.898 | stage=0.655 | page=1.00; section=safety settings
7. page_245_img_0_0.jpeg | score=0.863 | stage=0.655 | page=1.00; section=safety settings
8. page_224_img_0_0.jpeg | score=0.814 | stage=0.655 | page=1.00; section=safety settings
9. page_24_img_0_0.jpeg | score=0.742 | stage=0.306 | 
10. page_225_img_0_0.jpeg | score=0.732 | stage=0.655 | page=1.00; section=safety settings"
Q68,추가,Safety Setting Review 팝업은 어떤 설정 값이 변경되었을 때 저장을 위해 사용됩니까?,안전 설정/Safety Review,안전 설정/Safety Review,안전 설정/Safety Review,0.6320,0.1484,O,Robot Parameter 모듈에서 로봇 데이터 설정 값이 변경된 경우 사용됨,1,1,1,O,"page; keyword:robot,parameter,모듈,로봇,데이터,값이; semantic_rank:1",page_248_img_0_0.jpeg,1,1,1,O,"1. page_248_img_0_0.jpeg | score=1.413 | stage=0.831 | page=1.00; keyword=safety setting review,robot parameter,review; section=safety setting review
2. page_240_img_0_0.jpeg | score=1.242 | stage=0.614 | page=1.00; keyword=safety settings
3. page_249_img_0_0.jpeg | score=1.221 | stage=0.580 | page=1.00
4. page_220_img_0_0.jpeg | score=1.211 | stage=0.614 | page=1.00; keyword=safety settings
5. page_245_img_0_0.jpeg | score=1.182 | stage=0.614 | page=1.00; keyword=safety settings
6. page_224_img_0_0.jpeg | score=1.161 | stage=0.614 | page=1.00; keyword=safety settings
7. page_246_img_0_0.jpeg | score=1.132 | stage=0.831 | page=1.00; keyword=safety setting review,robot parameter,review; section=safety setting review
8. page_247_img_0_0.jpeg | score=1.124 | stage=0.831 | page=1.00; keyword=safety setting review,robot parameter,review; section=safety setting review
9. page_247_img_1_0.jpeg | score=1.064 | stage=0.797 | page=1.00; keyword=safety setting review,review; section=safety setting review
10. page_252_img_2_0.jpeg | score=1.054 | stage=0.614 | page=1.00; keyword=robot parameter"
